Feature	Genes	SGD_name	gene_biotype	meta_logFC	SE	SD	start_position	end_position	strand	length	chromosome_name	Feature_definition	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	Count	Betweenness_value	Degree_value	node_type	node_type_abbrev	WTC_membership	Cluster	Condition	Cluster_number
TSC3	YBR058C-A	S000007521	ORF	3.44272280926656	0.822285527475715	1.16288734509927	356324	356566	-1	243	II	Temperature-sensitive Suppressors of Csg2 mutants	GO:0065009	Regulation of molecular function	93/527	418/5800	1.73649321691129e-17	9.85010807523819e-16	5.71687603534861e-16	93	121.425091555242	10	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
IFA38	YBR159W	S000000363	ORF	2.34604978592623	0.243787454426233	0.344767524385991	558685	559728	1	1044	II		GO:0006633	Fatty acid biosynthetic process	11/527	29/5800	2.37906415983884e-05	0.00013266306925203	7.69959390891643e-05	11	2054.35851606892	17	Non-Hub-Bottleneck	NHB	4	Cluster 4	Lipid metabolism-coding genes	NA
UMP1	YBR173C	S000000377	ORF	2.79977438225291	0.216582758854931	0.306294274948824	581726	582172	-1	447	II	Ubiquitin-Mediated Proteolysis	GO:0019941	Modification-dependent protein catabolic process	79/527	214/5800	2.81645860253473e-30	2.31653720058482e-27	1.34448839605211e-27	79	165.233228992857	21	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
UMP1	YBR173C	S000000377	ORF	2.79977438225291	0.216582758854931	0.306294274948824	581726	582172	-1	447	II	Ubiquitin-Mediated Proteolysis	GO:0006508	Proteolysis	96/527	362/5800	5.82784098389908e-24	6.84771315608142e-22	3.9743246408996e-22	96	165.233228992857	21	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
UMP1	YBR173C	S000000377	ORF	2.79977438225291	0.216582758854931	0.306294274948824	581726	582172	-1	447	II	Ubiquitin-Mediated Proteolysis	GO:0006511	Ubiquitin-dependent protein catabolic process	79/527	214/5800	2.81645860253473e-30	2.31653720058482e-27	1.34448839605211e-27	79	165.233228992857	21	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
UMP1	YBR173C	S000000377	ORF	2.79977438225291	0.216582758854931	0.306294274948824	581726	582172	-1	447	II	Ubiquitin-Mediated Proteolysis	GO:0043248	Proteasome assembly	20/527	36/5800	1.91075753480473e-12	6.54832530157038e-11	3.80056378085064e-11	20	165.233228992857	21	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
UMP1	YBR173C	S000000377	ORF	2.79977438225291	0.216582758854931	0.306294274948824	581726	582172	-1	447	II	Ubiquitin-Mediated Proteolysis	GO:1901565	Organonitrogen compound catabolic process	89/527	389/5800	1.46529504117476e-17	8.60860836690172e-16	4.99632557272747e-16	89	165.233228992857	21	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0010256	Endomembrane system organization	18/527	80/5800	0.000224517771284129	0.000995503325505099	0.000577777326017037	18	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0007154	Cell communication	118/527	466/5800	1.10600122985415e-27	3.03228670518347e-25	1.75990020259248e-25	118	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0000746	Conjugation	26/527	102/5800	7.76551675472156e-07	6.02560144411178e-06	3.49718157722565e-06	26	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0046999	Regulation of conjugation	29/527	83/5800	5.28719261872214e-11	1.27903409673499e-09	7.42334938882504e-10	29	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:2000241	Regulation of reproductive process	38/527	141/5800	3.63573870282311e-10	7.29364654407807e-09	4.23313864372344e-09	38	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0140253	Cell-cell fusion	25/527	101/5800	2.2795778122646e-06	1.5624606254897e-05	9.06832050756139e-06	25	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0000749	Response to pheromone triggering conjugation with cellular fusion	25/527	69/5800	4.79120376478708e-10	9.16456999194737e-09	5.31899854915775e-09	25	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0023052	Signaling	98/527	343/5800	3.03958219179083e-27	5.55568078388435e-25	3.22444567012197e-25	98	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0010033	Response to organic substance	79/527	260/5800	8.278624931908e-24	9.07889200865911e-22	5.2692721496425e-22	79	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0007165	Signal transduction	98/527	343/5800	3.03958219179083e-27	5.55568078388435e-25	3.22444567012197e-25	98	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0000003	Reproduction	90/527	490/5800	1.15668041376975e-11	3.39774871544865e-10	1.97200965279919e-10	90	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0006612	Protein targeting to membrane	18/527	54/5800	5.79049326773363e-07	4.76268071271091e-06	2.7641986283339e-06	18	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0051704	Multi-organism process	46/527	241/5800	6.42272096969101e-07	5.10773303949192e-06	2.96446256075455e-06	46	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0006457	Protein folding	38/527	109/5800	5.22026961025473e-14	2.04460559734977e-12	1.18666279110302e-12	38	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0050790	Regulation of catalytic activity	85/527	395/5800	4.48475998767648e-15	2.0492861610355e-13	1.18937933006508e-13	85	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0046685	Response to arsenic-containing substance	6/527	14/5800	0.000870110886722987	0.00319327052398522	0.00185333314046046	6	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0031137	Regulation of conjugation with cellular fusion	29/527	83/5800	5.28719261872214e-11	1.27903409673499e-09	7.42334938882504e-10	29	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0010035	Response to inorganic substance	16/527	63/5800	0.000110649417425484	0.00054011362511846	0.000313475001108586	16	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0065009	Regulation of molecular function	93/527	418/5800	1.73649321691129e-17	9.85010807523819e-16	5.71687603534861e-16	93	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0009628	Response to abiotic stimulus	60/527	183/5800	5.01956934404316e-20	3.59008329171782e-18	2.08363816706963e-18	60	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0070887	Cellular response to chemical stimulus	89/527	379/5800	2.41237182825303e-18	1.52628909902932e-16	8.85838562034615e-17	89	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
GET3	YDL100C	S000002258	ORF	3.67315106290574	0.0540975209766137	0.0765054478558901	282112	283176	-1	1065	IV	Guided Entry of Tail-anchored proteins	GO:0043900	Regulation of multi-organism process	29/527	88/5800	2.67340537928425e-10	5.49718981115324e-09	3.19049826185633e-09	29	5050.24984134544	36	Hub-Bottleneck	HB	4	Cluster 4	Proteostasis-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0046890	Regulation of lipid biosynthetic process	18/527	36/5800	2.58564282495455e-10	5.38402841398764e-09	3.12482084241676e-09	18	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0062013	Positive regulation of small molecule metabolic process	9/527	29/5800	0.000751244353390452	0.0028072176241112	0.00162927300276363	9	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0031137	Regulation of conjugation with cellular fusion	29/527	83/5800	5.28719261872214e-11	1.27903409673499e-09	7.42334938882504e-10	29	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0070887	Cellular response to chemical stimulus	89/527	379/5800	2.41237182825303e-18	1.52628909902932e-16	8.85838562034615e-17	89	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0007165	Signal transduction	98/527	343/5800	3.03958219179083e-27	5.55568078388435e-25	3.22444567012197e-25	98	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0010033	Response to organic substance	79/527	260/5800	8.278624931908e-24	9.07889200865911e-22	5.2692721496425e-22	79	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:2000241	Regulation of reproductive process	38/527	141/5800	3.63573870282311e-10	7.29364654407807e-09	4.23313864372344e-09	38	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0023052	Signaling	98/527	343/5800	3.03958219179083e-27	5.55568078388435e-25	3.22444567012197e-25	98	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0031328	Positive regulation of cellular biosynthetic process	72/527	414/5800	2.10664910385252e-08	2.70737326237296e-07	1.57132461940315e-07	72	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0023051	Regulation of signaling	42/527	136/5800	2.77186600564736e-13	1.01327101761998e-11	5.88089465993486e-12	42	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0043900	Regulation of multi-organism process	29/527	88/5800	2.67340537928425e-10	5.49718981115324e-09	3.19049826185633e-09	29	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:1902652	Secondary alcohol metabolic process	9/527	35/5800	0.00323417685657134	0.0102706967742468	0.00596098030666572	9	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:1902930	Regulation of alcohol biosynthetic process	7/527	10/5800	4.63035706471192e-06	3.05901099255065e-05	1.77541063525416e-05	7	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0006508	Proteolysis	96/527	362/5800	5.82784098389908e-24	6.84771315608142e-22	3.9743246408996e-22	96	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:1901617	Organic hydroxy compound biosynthetic process	16/527	85/5800	0.00362778014387861	0.011432372292491	0.00663520183605143	16	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0000749	Response to pheromone triggering conjugation with cellular fusion	25/527	69/5800	4.79120376478708e-10	9.16456999194737e-09	5.31899854915775e-09	25	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0062012	Regulation of small molecule metabolic process	16/527	81/5800	0.00217689329973469	0.00716197895612711	0.0041567204691776	16	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0010646	Regulation of cell communication	44/527	138/5800	2.00276083833938e-14	8.669846260706e-13	5.03186725865323e-13	44	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0046999	Regulation of conjugation	29/527	83/5800	5.28719261872214e-11	1.27903409673499e-09	7.42334938882504e-10	29	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0009891	Positive regulation of biosynthetic process	72/527	414/5800	2.10664910385252e-08	2.70737326237296e-07	1.57132461940315e-07	72	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0007154	Cell communication	118/527	466/5800	1.10600122985415e-27	3.03228670518347e-25	1.75990020259248e-25	118	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
RRI1	YDL216C	S000002375	ORF	2.13925545162664	0.00374659869526983	0.00529849068761994	68997	70319	-1	1323	IV	Regulator of Rub1 specific Isopeptidase	GO:0048583	Regulation of response to stimulus	59/527	176/5800	3.0236189897245e-20	2.36850154195086e-18	1.37464783141861e-18	59	389.578406375425	24	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Lipid metabolism-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0006511	Ubiquitin-dependent protein catabolic process	79/527	214/5800	2.81645860253473e-30	2.31653720058482e-27	1.34448839605211e-27	79	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0010243	Response to organonitrogen compound	27/527	89/5800	8.71916732957662e-09	1.22590002197893e-07	7.11496605301484e-08	27	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0070887	Cellular response to chemical stimulus	89/527	379/5800	2.41237182825303e-18	1.52628909902932e-16	8.85838562034615e-17	89	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0007154	Cell communication	118/527	466/5800	1.10600122985415e-27	3.03228670518347e-25	1.75990020259248e-25	118	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0019941	Modification-dependent protein catabolic process	79/527	214/5800	2.81645860253473e-30	2.31653720058482e-27	1.34448839605211e-27	79	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:1901700	Response to oxygen-containing compound	21/527	89/5800	3.23257164623092e-05	0.000174346896985241	0.000101188696570542	21	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:1901698	Response to nitrogen compound	28/527	90/5800	2.43073897150198e-09	3.9201623609027e-08	2.27521181336666e-08	28	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0010033	Response to organic substance	79/527	260/5800	8.278624931908e-24	9.07889200865911e-22	5.2692721496425e-22	79	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0006508	Proteolysis	96/527	362/5800	5.82784098389908e-24	6.84771315608142e-22	3.9743246408996e-22	96	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0030968	Endoplasmic reticulum unfolded protein response	10/527	24/5800	2.13720848108663e-05	0.000122926851447116	7.13451635018614e-05	10	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0007165	Signal transduction	98/527	343/5800	3.03958219179083e-27	5.55568078388435e-25	3.22444567012197e-25	98	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0034976	Response to endoplasmic reticulum stress	28/527	89/5800	1.82735877978495e-09	3.06735223749617e-08	1.78025178653593e-08	28	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:1901565	Organonitrogen compound catabolic process	89/527	389/5800	1.46529504117476e-17	8.60860836690172e-16	4.99632557272747e-16	89	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
YOS9	YDR057W	S000002464	ORF	2.21661760480324	0.174471702633039	0.246740248113969	565927	567555	1	1629	IV	Yeast OS-9 homolog	GO:0023052	Signaling	98/527	343/5800	3.03958219179083e-27	5.55568078388435e-25	3.22444567012197e-25	98	1198.26545368483	18	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
ACL4	YDR161W	S000002568	ORF	2.50041110927051	0.486936459868545	0.688632145560038	779043	780206	1	1164	IV	Assembly Chaperone of RpL4	GO:0010243	Response to organonitrogen compound	27/527	89/5800	8.71916732957662e-09	1.22590002197893e-07	7.11496605301484e-08	27	4.4220410634859	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
ACL4	YDR161W	S000002568	ORF	2.50041110927051	0.486936459868545	0.688632145560038	779043	780206	1	1164	IV	Assembly Chaperone of RpL4	GO:0006508	Proteolysis	96/527	362/5800	5.82784098389908e-24	6.84771315608142e-22	3.9743246408996e-22	96	4.4220410634859	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
ACL4	YDR161W	S000002568	ORF	2.50041110927051	0.486936459868545	0.688632145560038	779043	780206	1	1164	IV	Assembly Chaperone of RpL4	GO:0019941	Modification-dependent protein catabolic process	79/527	214/5800	2.81645860253473e-30	2.31653720058482e-27	1.34448839605211e-27	79	4.4220410634859	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
ACL4	YDR161W	S000002568	ORF	2.50041110927051	0.486936459868545	0.688632145560038	779043	780206	1	1164	IV	Assembly Chaperone of RpL4	GO:1901698	Response to nitrogen compound	28/527	90/5800	2.43073897150198e-09	3.9201623609027e-08	2.27521181336666e-08	28	4.4220410634859	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
ACL4	YDR161W	S000002568	ORF	2.50041110927051	0.486936459868545	0.688632145560038	779043	780206	1	1164	IV	Assembly Chaperone of RpL4	GO:0006511	Ubiquitin-dependent protein catabolic process	79/527	214/5800	2.81645860253473e-30	2.31653720058482e-27	1.34448839605211e-27	79	4.4220410634859	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
ACL4	YDR161W	S000002568	ORF	2.50041110927051	0.486936459868545	0.688632145560038	779043	780206	1	1164	IV	Assembly Chaperone of RpL4	GO:1901565	Organonitrogen compound catabolic process	89/527	389/5800	1.46529504117476e-17	8.60860836690172e-16	4.99632557272747e-16	89	4.4220410634859	3	Non-Hub-Non-Bottleneck	NHNB	4	Cluster 4	Proteostasis-coding genes	NA
